date,race_id,place_name,r_num,race_name,distance,枠番,馬番,馬名,性齢,斤量,騎手,単勝,人気
2026-08-30,202665083006,帯広,6,天ノ音まもり誕生日記念,200,2,2,アアモンドクリン,牝3,600.0,阿部優哉,15.0,99
2026-08-30,202665083006,帯広,6,天ノ音まもり誕生日記念,200,3,3,ホクショウラナ,牝3,600.0,阿部武臣,15.0,99
2026-08-30,202665083006,帯広,6,天ノ音まもり誕生日記念,200,4,4,ホクセイシンノスケ,牡3,620.0,島津新,15.0,99
2026-08-30,202665083006,帯広,6,天ノ音まもり誕生日記念,200,5,5,ホクセイソウリ,牡3,620.0,中原蓮,15.0,99
2026-08-30,202665083006,帯広,6,天ノ音まもり誕生日記念,200,6,6,スーパーハリアー,牡3,620.0,中村太陽,15.0,99
2026-08-30,202665083006,帯広,6,天ノ音まもり誕生日記念,200,7,7,ミオリブロッサム,牝4,590.0,今井千尋,15.0,99
2026-08-30,202665083006,帯広,6,天ノ音まもり誕生日記念,200,7,8,スーパーサンセイ,牡3,610.0,臼杵龍美,15.0,99
2026-08-30,202665083006,帯広,6,天ノ音まもり誕生日記念,200,8,9,ヒメトラマリア,牝3,600.0,大友一馬,15.0,99
2026-08-30,202665083006,帯広,6,天ノ音まもり誕生日記念,200,8,10,ホクセイミドリコ,牝3,600.0,船山蔵人,15.0,99
2026-08-30,202665083007,帯広,7,かーちゃん還暦おめでとう杯,200,1,1,フェスタクィーン,牝3,590.0,今井千尋,15.0,99
2026-08-30,202665083007,帯広,7,かーちゃん還暦おめでとう杯,200,2,2,ジェイノミキ,牝4,590.0,臼杵龍美,15.0,99
2026-08-30,202665083007,帯広,7,かーちゃん還暦おめでとう杯,200,3,3,ヤマノトップ,牡4,620.0,中村太陽,15.0,99
2026-08-30,202665083007,帯広,7,かーちゃん還暦おめでとう杯,200,4,4,サトノプリンス,牡4,620.0,金田利貴,15.0,99
2026-08-30,202665083007,帯広,7,かーちゃん還暦おめでとう杯,200,5,5,ツガルケッパレフジ,牡4,620.0,鈴木恵介,15.0,99
2026-08-30,202665083007,帯広,7,かーちゃん還暦おめでとう杯,200,6,6,スズカゼ,牡4,610.0,吉田理人,15.0,99
2026-08-30,202665083007,帯広,7,かーちゃん還暦おめでとう杯,200,7,7,トモコ,牝4,600.0,西将太,15.0,99
2026-08-30,202665083007,帯広,7,かーちゃん還暦おめでとう杯,200,7,8,キョウエイハンター,牡7,620.0,菅原響希,15.0,99
2026-08-30,202665083007,帯広,7,かーちゃん還暦おめでとう杯,200,8,9,ナナイロ,牡4,620.0,西謙一,15.0,99
2026-08-30,202665083007,帯広,7,かーちゃん還暦おめでとう杯,200,8,10,エレジー,牝4,600.0,中原蓮,15.0,99
2026-08-30,202665083008,帯広,8,夢つなぐ帯広西ロータリー杯(2歳),200,1,1,クラウンワン,牡2,530.0,鈴木恵介,15.0,99
2026-08-30,202665083008,帯広,8,夢つなぐ帯広西ロータリー杯(2歳),200,2,2,ホクセイスピカ,牝2,510.0,西将太,15.0,99
2026-08-30,202665083008,帯広,8,夢つなぐ帯広西ロータリー杯(2歳),200,3,3,ホクセイヤマト,牡2,530.0,長澤幸太,15.0,99
2026-08-30,202665083008,帯広,8,夢つなぐ帯広西ロータリー杯(2歳),200,4,4,ヒロインミコ,牝2,510.0,渡来心路,15.0,99
2026-08-30,202665083008,帯広,8,夢つなぐ帯広西ロータリー杯(2歳),200,5,5,フジノモンスター,牡2,530.0,菊池一樹,15.0,99
2026-08-30,202665083008,帯広,8,夢つなぐ帯広西ロータリー杯(2歳),200,6,6,ツカサエンゼル,牝2,510.0,阿部優哉,15.0,99
2026-08-30,202665083008,帯広,8,夢つなぐ帯広西ロータリー杯(2歳),200,7,7,ホクセイワッショイ,牡2,530.0,阿部武臣,15.0,99
2026-08-30,202665083008,帯広,8,夢つなぐ帯広西ロータリー杯(2歳),200,7,8,クリスタルオリオン,牡2,530.0,西謙一,15.0,99
2026-08-30,202665083008,帯広,8,夢つなぐ帯広西ロータリー杯(2歳),200,8,9,トマランサーレンカ,牝2,500.0,今井千尋,15.0,99
2026-08-30,202665083008,帯広,8,夢つなぐ帯広西ロータリー杯(2歳),200,8,10,ゴールドタカラ,牡2,530.0,島津新,15.0,99
2026-08-30,202665083009,帯広,9,有鐘絶望デビュー記念杯,200,1,1,ソラチ,牡7,640.0,赤塚健仁,15.0,99
2026-08-30,202665083009,帯広,9,有鐘絶望デビュー記念杯,200,2,2,トマランサカミカゼ,牡6,630.0,今井千尋,15.0,99
2026-08-30,202665083009,帯広,9,有鐘絶望デビュー記念杯,200,3,3,ヤマノドラゴン,牡4,630.0,菊池一樹,15.0,99
2026-08-30,202665083009,帯広,9,有鐘絶望デビュー記念杯,200,4,4,アアモンドノサップ,セ6,640.0,阿部優哉,15.0,99
2026-08-30,202665083009,帯広,9,有鐘絶望デビュー記念杯,200,5,5,マルホンジュセ,牡5,640.0,長澤幸太,15.0,99
2026-08-30,202665083009,帯広,9,有鐘絶望デビュー記念杯,200,6,6,シンエイハリアー,牝7,610.0,吉田理人,15.0,99
2026-08-30,202665083009,帯広,9,有鐘絶望デビュー記念杯,200,7,7,アオノオサムライ,牡5,630.0,臼杵龍美,15.0,99
2026-08-30,202665083009,帯広,9,有鐘絶望デビュー記念杯,200,8,8,アアモンドオーザン,セ7,640.0,大友一馬,15.0,99
2026-08-30,202665083009,帯広,9,有鐘絶望デビュー記念杯,200,8,9,キンプク,牡10,640.0,渡来心路,15.0,99
2026-08-30,202665083010,帯広,10,第13回イルムふかがわ杯,200,1,1,パワフルクィーン,牝4,630.0,長澤幸太,15.0,99
2026-08-30,202665083010,帯広,10,第13回イルムふかがわ杯,200,2,2,ホクセイヒラリ,牝4,630.0,鈴木恵介,15.0,99
2026-08-30,202665083010,帯広,10,第13回イルムふかがわ杯,200,3,3,ショウリノホシ,牡8,660.0,村上章,15.0,99
2026-08-30,202665083010,帯広,10,第13回イルムふかがわ杯,200,4,4,ヤマノキング,牡5,660.0,中村太陽,15.0,99
2026-08-30,202665083010,帯広,10,第13回イルムふかがわ杯,200,5,5,ホクショウレディー,牝5,640.0,阿部優哉,15.0,99
2026-08-30,202665083010,帯広,10,第13回イルムふかがわ杯,200,6,6,ホクセイタケタカラ,牡6,660.0,島津新,15.0,99
2026-08-30,202665083010,帯広,10,第13回イルムふかがわ杯,200,7,7,ツガルフジ,牡6,660.0,渡来心路,15.0,99
2026-08-30,202665083010,帯広,10,第13回イルムふかがわ杯,200,7,8,コーワレックス,牡6,660.0,西謙一,15.0,99
2026-08-30,202665083010,帯広,10,第13回イルムふかがわ杯,200,8,9,グリフィス,牡7,660.0,金田利貴,15.0,99
2026-08-30,202665083010,帯広,10,第13回イルムふかがわ杯,200,8,10,キタノボブサップ,牡9,660.0,船山蔵人,15.0,99
2026-08-30,202665083011,帯広,11,新日本プロレス帯広大会,200,1,1,アヤノダイマオー,牡5,700.0,大友一馬,15.0,99
2026-08-30,202665083011,帯広,11,新日本プロレス帯広大会,200,2,2,ジャパントップ,牡7,700.0,阿部優哉,15.0,99
2026-08-30,202665083011,帯広,11,新日本プロレス帯広大会,200,3,3,コウシュハメジャー,牡6,705.0,渡来心路,15.0,99
2026-08-30,202665083011,帯広,11,新日本プロレス帯広大会,200,4,4,カイセドクター,牡9,700.0,阿部武臣,15.0,99
2026-08-30,202665083011,帯広,11,新日本プロレス帯広大会,200,5,5,アサゾラ,牡7,700.0,金田利貴,15.0,99
2026-08-30,202665083011,帯広,11,新日本プロレス帯広大会,200,6,6,シルバーアロイ,牡9,705.0,長澤幸太,15.0,99
2026-08-30,202665083011,帯広,11,新日本プロレス帯広大会,200,7,7,マルホントーマス,セ5,700.0,島津新,15.0,99
2026-08-30,202665083011,帯広,11,新日本プロレス帯広大会,200,8,8,オレノコクオウ,牡3,690.0,鈴木恵介,15.0,99
2026-08-30,202665083011,帯広,11,新日本プロレス帯広大会,200,8,9,ジェイヒーロー,牡6,700.0,西将太,15.0,99
2026-08-30,202665083012,帯広,12,B3ー3,200,1,1,オレニマカセロ,牡4,630.0,松本秀克,15.0,99
2026-08-30,202665083012,帯広,12,B3ー3,200,2,2,オニヨリツヨイ,牡7,640.0,菊池一樹,15.0,99
2026-08-30,202665083012,帯広,12,B3ー3,200,3,3,マサノスパークル,牡6,630.0,臼杵龍美,15.0,99
2026-08-30,202665083012,帯広,12,B3ー3,200,4,4,タカシマフクマツ,牡6,640.0,鈴木恵介,15.0,99
2026-08-30,202665083012,帯広,12,B3ー3,200,5,5,ツルイテンカ,牡5,640.0,渡来心路,15.0,99
2026-08-30,202665083012,帯広,12,B3ー3,200,6,6,ジェイオージョ,牝4,600.0,今井千尋,15.0,99
2026-08-30,202665083012,帯広,12,B3ー3,200,7,7,ホクセイマリン,牝4,610.0,中村太陽,15.0,99
2026-08-30,202665083012,帯広,12,B3ー3,200,7,8,ハゴロモビクトリー,牡7,640.0,西謙一,15.0,99
2026-08-30,202665083012,帯広,12,B3ー3,200,8,9,アスノチカラ,牡5,640.0,長澤幸太,15.0,99
2026-08-30,202665083012,帯広,12,B3ー3,200,8,10,ライズビクトリー,牡5,640.0,金田利貴,15.0,99
